,carat,cut,color,clarity,depth,table,x,y,z,price
52371,0.52,Ideal,F,IF,60.3,57.0,5.23,5.28,3.17,2504
32245,0.31,Ideal,H,IF,61.8,57.0,4.32,4.35,2.68,789
18180,1.0,Ideal,E,VS2,61.3,58.0,6.41,6.44,3.94,7370
7460,1.05,Premium,H,SI2,63.0,59.0,6.48,6.44,4.07,4234
11616,1.2,Good,G,SI2,63.6,54.0,6.71,6.75,4.28,5049
47391,0.54,Ideal,E,VS2,60.8,57.0,5.29,5.24,3.2,1847
45191,0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17,1656
53356,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
43819,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
8624,0.9,Very Good,D,SI1,63.4,57.0,6.13,6.1,3.88,4447
37536,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,988
7157,1.01,Good,E,SI1,64.3,59.0,6.31,6.28,4.05,4181
42127,0.48,Ideal,F,VS2,62.4,54.0,5.03,5.03,3.15,1279
50220,0.7,Very Good,F,SI1,61.7,61.0,5.67,5.7,3.51,2230
9416,1.01,Very Good,G,SI1,62.9,54.0,6.41,6.47,4.05,4588
33983,0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94,847
46206,0.51,Ideal,G,VVS2,62.0,57.0,5.1,5.13,3.17,1750
51111,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,2337
21259,1.5,Premium,F,SI2,60.8,59.0,7.36,7.3,4.46,9408
49894,0.6,Very Good,E,VS1,63.2,56.0,5.39,5.3,3.38,2177
14964,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,6027
35842,0.34,Very Good,G,IF,59.4,56.0,4.59,4.63,2.74,917
33247,0.36,Very Good,F,VS1,60.1,59.0,4.62,4.66,2.78,825
14269,1.13,Premium,H,VS2,62.4,58.0,6.61,6.66,4.14,5779
15220,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6110
16960,1.2,Ideal,I,VS1,62.8,55.0,6.79,6.75,4.25,6774
15461,1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190
2313,0.87,Fair,I,VS2,57.3,59.0,6.29,6.44,3.65,3166
52992,0.7,Fair,G,VVS2,64.5,61.0,5.43,5.52,3.53,2595
33551,0.42,Ideal,H,VS1,61.8,55.0,4.82,4.85,2.99,830
28283,0.23,Ideal,G,SI1,62.1,53.0,3.93,3.96,2.45,364
3782,1.01,Good,G,SI2,64.0,59.0,6.34,6.31,4.05,3461
40084,0.33,Ideal,H,IF,62.1,55.0,4.44,4.41,2.75,1114
22630,1.5,Very Good,F,SI1,63.4,60.0,7.2,7.27,4.59,10684
34042,0.3,Ideal,G,IF,62.2,56.0,4.26,4.29,2.66,850
36859,0.42,Ideal,E,VS2,61.8,57.0,4.77,4.81,2.96,958
23827,2.0,Premium,J,SI2,59.8,60.0,8.13,8.09,4.85,11899
3524,0.71,Ideal,D,VS1,61.3,56.0,5.75,5.77,3.53,3406
35172,0.31,Ideal,G,IF,61.3,54.0,4.38,4.4,2.69,891
38450,0.31,Ideal,E,VVS1,62.4,56.0,4.37,4.35,2.72,1028
32326,0.3,Premium,E,VVS2,61.5,60.0,4.28,4.31,2.64,789
14630,0.9,Ideal,H,VS1,60.4,57.0,6.27,6.29,3.79,5907
9745,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4659
24967,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,13462
33559,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,830
22726,1.51,Premium,H,VS1,62.4,60.0,7.27,7.34,4.56,10743
15658,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
37835,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,1002
42452,0.5,Ideal,E,SI1,62.2,57.0,5.05,5.11,3.16,1316
4554,0.81,Very Good,E,SI1,61.9,60.0,5.87,5.95,3.66,3643
10774,1.02,Premium,F,SI1,58.4,59.0,6.65,6.57,3.86,4855
27508,2.19,Premium,E,SI2,62.4,61.0,8.31,8.23,5.16,18232
2121,0.9,Very Good,I,SI1,63.2,56.0,6.15,6.12,3.88,3120
24141,2.1,Premium,J,SI2,62.0,62.0,8.23,8.17,5.08,12308
14966,1.01,Ideal,G,VS2,63.0,57.0,6.42,6.35,4.02,6027
36588,0.33,Ideal,G,IF,61.0,56.0,4.48,4.5,2.74,946
3306,0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
46963,0.32,Ideal,E,SI1,63.2,55.0,4.37,4.33,2.75,528
1639,1.12,Premium,G,I1,60.3,60.0,6.75,6.69,4.05,3017
28881,0.39,Premium,I,SI2,61.0,58.0,4.75,4.7,2.88,684
9659,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,4642
33569,0.43,Premium,D,SI1,61.2,58.0,4.83,4.87,2.97,830
11740,1.05,Very Good,H,SI1,63.2,59.0,6.39,6.46,4.06,5072
700,0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54,2854
18939,1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,7785
2405,0.74,Ideal,H,VS2,62.2,55.0,5.83,5.81,3.62,3178
49742,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51,2155
10453,1.0,Premium,H,SI1,62.1,56.0,6.48,6.38,3.99,4788
46295,0.3,Very Good,E,SI1,61.7,56.0,4.27,4.29,2.64,526
50495,0.73,Ideal,H,SI1,62.9,56.0,5.79,5.75,3.63,2269
10268,1.01,Ideal,E,SI2,59.2,56.0,6.63,6.59,3.91,4751
46033,0.57,Premium,G,VS2,62.6,55.0,5.31,5.26,3.31,1728
28294,0.3,Ideal,G,SI1,61.6,57.0,4.29,4.34,2.66,432
32820,0.34,Ideal,D,VS2,62.5,57.0,4.4,4.47,2.77,805
47635,0.51,Ideal,D,VS2,61.8,55.0,5.18,5.15,3.19,1882
43615,0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82,507
23968,1.51,Ideal,G,VS2,60.8,54.0,7.45,7.43,4.52,12100
24641,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,12981
5132,1.0,Fair,I,VS1,65.3,55.0,6.34,6.25,4.11,3763
7148,0.91,Premium,D,SI1,59.3,58.0,6.38,6.33,3.77,4179
38047,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1011
48315,0.25,Ideal,E,VS2,62.1,57.0,4.02,4.06,2.5,535
1625,0.9,Good,G,SI2,63.7,62.0,6.07,6.01,3.85,3014
28488,0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,673
7715,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
16563,1.01,Premium,G,VS1,62.3,59.0,6.42,6.38,3.99,6618
46899,0.56,Ideal,D,SI1,60.5,57.0,5.36,5.31,3.23,1814
17771,1.56,Premium,I,SI1,61.7,59.0,7.44,7.38,4.57,7155
18004,1.09,Very Good,G,VS1,60.0,57.0,6.68,6.71,4.02,7281
18631,1.01,Ideal,D,VS2,60.6,57.0,6.54,6.46,3.94,7602
31349,0.34,Ideal,E,VS2,61.8,54.0,4.49,4.5,2.78,760
49482,0.55,Ideal,G,VVS1,62.6,56.0,5.24,5.27,3.29,2116
53242,0.71,Very Good,G,SI1,57.5,61.0,5.91,5.96,3.41,2644
13159,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5443
41184,0.4,Ideal,D,VS1,59.9,57.0,4.82,4.77,2.87,1200
31450,0.34,Ideal,G,VS2,61.8,56.0,4.52,4.48,2.78,765
17812,1.01,Ideal,G,VS2,61.9,56.0,6.4,6.44,3.97,7179
32108,0.36,Ideal,E,VS1,60.9,57.0,4.6,4.63,2.81,782
18425,1.09,Good,D,VS1,63.9,57.0,6.57,6.49,4.17,7493
39188,0.35,Ideal,D,VS2,61.8,56.0,4.55,4.51,2.8,1063
5960,0.9,Very Good,F,SI1,62.6,57.0,6.16,6.2,3.87,3950
40018,0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1109
41392,0.42,Premium,F,VVS2,60.3,59.0,4.86,4.83,2.92,1221
13618,1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,5572
2597,0.71,Very Good,F,VS1,60.6,60.0,5.68,5.73,3.46,3218
1130,0.73,Ideal,G,VVS2,61.9,55.0,5.83,5.77,3.59,2919
23632,1.75,Premium,E,SI2,62.5,59.0,7.71,7.63,4.79,11655
17531,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.58,7056
51546,0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56,2387
19588,1.52,Premium,J,VS1,61.2,59.0,7.36,7.39,4.51,8216
6764,1.01,Fair,E,SI1,65.6,59.0,6.22,6.18,4.07,4106
51784,0.7,Ideal,G,SI1,61.9,56.0,5.66,5.71,3.52,2414
14116,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
37195,0.41,Very Good,F,VS1,61.5,57.0,4.77,4.81,2.95,974
21620,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,9711
36370,0.33,Ideal,D,VS2,61.5,56.0,4.47,4.5,2.76,940
25576,1.51,Ideal,F,VS2,63.0,55.0,7.29,7.24,4.58,14414
32077,0.33,Ideal,D,VS2,62.1,54.0,4.43,4.46,2.76,781
50681,0.53,Ideal,E,VVS2,62.4,56.0,5.15,5.17,3.22,2288
7072,0.33,Ideal,G,VS2,62.5,57.0,4.39,4.41,2.75,579
30424,0.32,Ideal,G,VVS2,62.6,57.0,4.34,4.38,2.73,730
52557,0.7,Premium,G,VS1,62.6,60.0,5.66,5.58,3.52,2535
50806,0.61,Ideal,F,VS1,60.7,56.0,5.52,5.49,3.34,2306
53284,0.3,Premium,D,SI1,62.4,60.0,4.23,4.26,2.65,552
39046,0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89,1057
13558,1.2,Premium,D,SI2,62.6,57.0,6.84,6.74,4.25,5551
6284,1.25,Premium,J,SI2,61.3,58.0,6.98,6.95,4.27,4018
29000,0.34,Ideal,F,VS2,62.5,55.0,4.48,4.51,2.81,686
5239,0.92,Good,F,SI2,63.7,64.0,6.13,6.08,3.89,3787
49365,0.6,Ideal,F,VS2,60.9,55.0,5.49,5.51,3.34,2099
20952,1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,9169
43568,0.41,Ideal,G,IF,62.3,55.0,4.78,4.75,2.97,1431
48715,0.77,Premium,J,SI1,61.8,59.0,5.86,5.82,3.61,2010
10040,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
19168,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924
20775,1.05,Premium,G,IF,60.6,60.0,6.59,6.57,3.99,9012
4516,1.0,Fair,D,SI2,65.2,56.0,6.27,6.21,4.07,3634
38485,0.42,Ideal,D,VS2,61.8,56.0,4.8,4.84,2.98,1031
43429,0.5,Very Good,D,SI1,60.3,59.0,5.11,5.14,3.09,1415
53154,0.71,Fair,G,VS2,57.0,66.0,5.83,5.81,3.32,2623
29674,0.31,Very Good,E,VVS2,60.5,56.0,4.39,4.47,2.68,707
38023,0.39,Premium,G,VS2,60.9,59.0,4.74,4.69,2.87,1009
10681,1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
30935,0.24,Very Good,H,VVS2,61.5,56.0,3.99,4.01,2.46,449
49860,0.59,Ideal,E,VS1,61.6,57.0,5.35,5.39,3.31,2172
49834,0.72,Very Good,H,SI1,63.7,57.0,5.66,5.7,3.62,2168
37579,0.32,Premium,D,VVS2,61.5,60.0,4.41,4.37,2.7,990
52847,0.61,Ideal,G,IF,61.7,55.0,5.44,5.49,3.37,2575
22669,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10716
35180,0.31,Ideal,G,IF,61.0,57.0,4.4,4.42,2.69,891
13883,0.9,Very Good,G,VVS2,62.1,57.0,6.14,6.2,3.84,5653
20362,1.51,Very Good,I,SI1,63.0,59.0,7.26,7.31,4.59,8758
29794,0.3,Premium,D,SI1,62.3,58.0,4.32,4.28,2.68,709
37809,0.35,Ideal,G,IF,61.5,55.0,4.53,4.57,2.8,1001
47695,0.5,Ideal,G,VVS1,61.9,58.0,5.06,5.09,3.14,1883
39410,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,1076
23547,1.71,Ideal,I,VS2,60.5,56.0,7.73,7.71,4.67,11559
14074,1.03,Ideal,E,SI1,62.0,53.0,6.5,6.47,4.02,5710
21980,1.03,Ideal,F,VVS2,61.1,57.0,6.51,6.54,3.99,10049
48218,0.53,Ideal,H,IF,62.0,54.0,5.22,5.27,3.25,1949
51462,1.2,Fair,I,I1,66.7,57.0,6.57,6.05,4.37,2376
53664,0.72,Good,G,VS2,63.1,57.0,5.71,5.74,3.61,2708
7420,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4227
27767,0.32,Premium,H,VS2,60.7,61.0,4.41,4.39,2.67,648
50671,0.34,Ideal,D,IF,62.1,57.0,4.46,4.52,2.79,2287
49778,0.7,Ideal,F,SI1,61.2,56.0,5.72,5.78,3.52,2161
12689,1.01,Premium,E,SI1,62.0,61.0,6.42,6.38,3.97,5311
25299,1.5,Very Good,E,VS2,61.0,55.0,7.38,7.45,4.52,13963
45622,0.55,Ideal,F,VS2,61.7,56.0,5.26,5.3,3.26,1692
12578,1.2,Very Good,H,SI2,62.0,58.0,6.76,6.91,4.24,5280
52580,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2537
49966,0.33,Very Good,E,SI1,59.1,59.0,4.54,4.59,2.7,540
31813,0.43,Premium,D,SI1,61.0,58.0,4.83,4.88,2.96,774
7783,1.02,Ideal,H,SI2,61.8,55.0,6.51,6.47,4.01,4284
46125,0.51,Ideal,F,VS1,61.7,54.0,5.14,5.17,3.18,1744
8022,1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,4332
44231,0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,1572
35883,0.32,Ideal,G,IF,61.0,56.0,4.43,4.45,2.71,918
46914,0.7,Premium,G,SI2,59.0,60.0,5.84,5.82,3.44,1814
48808,0.56,Ideal,D,VS1,60.4,56.0,5.36,5.33,3.23,2026
10922,1.0,Fair,G,VS1,63.1,68.0,6.32,6.17,3.94,4892
18259,1.55,Ideal,J,VS2,61.7,57.0,7.37,7.42,4.56,7416
40090,0.33,Ideal,G,VVS1,61.7,54.0,4.48,4.47,2.76,1114
6743,0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,579
34353,0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
35725,0.3,Ideal,D,VS2,61.9,57.0,4.33,4.29,2.67,911
22110,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
33957,0.23,Very Good,F,VVS1,60.1,57.0,4.0,4.02,2.41,465
33710,0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98,838
14955,1.07,Premium,G,VS2,60.1,60.0,6.76,6.6,3.99,6022
4971,1.51,Fair,F,I1,67.5,56.0,7.17,7.05,4.8,3734
24331,2.02,Fair,I,SI2,64.5,60.0,7.94,7.82,5.08,12592
45855,0.54,Ideal,D,SI1,62.6,55.0,5.23,5.19,3.26,1715
20850,1.5,Premium,E,SI2,62.4,62.0,7.29,7.21,4.53,9072
3086,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,3314
25665,1.98,Ideal,I,SI1,61.5,55.0,8.04,8.13,4.97,14581
38842,0.33,Very Good,D,VVS2,60.8,58.0,4.47,4.48,2.72,1050
35876,0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09,918
30117,0.32,Premium,G,VS2,61.5,59.0,4.42,4.4,2.71,720
31037,0.31,Very Good,G,VS1,63.3,57.0,4.31,4.28,2.72,749
26767,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25,16592
24679,1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,13037
36986,0.51,Good,H,SI2,63.7,61.0,4.99,4.96,3.17,964
26303,1.82,Ideal,F,SI1,61.8,58.0,7.8,7.84,4.83,15802
49148,0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
14963,1.2,Premium,G,SI1,63.0,58.0,6.72,6.68,4.22,6026
22780,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
34471,0.38,Very Good,E,VS2,59.2,60.0,4.73,4.77,2.81,866
40874,0.73,Fair,I,I1,66.1,58.0,5.63,5.5,3.68,1175
13364,0.24,Very Good,F,VS1,59.9,58.0,4.02,4.06,2.42,419
1603,0.7,Ideal,F,VS2,62.7,55.0,5.66,5.69,3.56,3011
21147,1.51,Ideal,F,SI2,62.6,55.0,7.35,7.39,4.61,9301
29584,0.31,Ideal,F,VVS2,62.2,53.0,4.37,4.41,2.73,706
31476,0.34,Premium,H,VS1,62.2,58.0,4.48,4.43,2.77,765
42132,0.5,Premium,D,SI1,62.5,58.0,5.06,4.98,3.14,1279
15301,1.29,Good,D,SI2,57.9,59.0,7.22,7.18,4.17,6140
17131,1.11,Ideal,H,VVS2,61.4,57.0,6.63,6.67,4.08,6837
8026,1.01,Very Good,F,SI2,62.1,58.0,6.35,6.41,3.96,4332
35465,0.31,Ideal,F,IF,61.7,56.0,4.34,4.38,2.69,901
28794,0.27,Very Good,F,VVS2,61.8,57.0,4.15,4.17,2.57,682
53164,0.84,Ideal,H,SI2,63.0,56.0,6.04,6.02,3.8,2628
150,0.71,Premium,D,SI2,61.7,59.0,5.71,5.67,3.51,2768
11162,1.04,Very Good,I,SI1,62.9,54.0,6.42,6.49,4.06,4948
43376,0.54,Ideal,F,SI2,61.2,57.0,5.25,5.23,3.21,1409
10247,1.01,Good,H,SI1,63.1,59.0,6.32,6.36,4.0,4749
3418,0.36,Very Good,H,VS2,61.0,60.0,4.55,4.6,2.79,568
29431,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,700
37735,0.5,Good,F,SI2,63.5,58.0,4.98,5.03,3.18,997
36919,0.41,Ideal,G,VS1,59.8,57.0,4.86,4.81,2.89,961
8171,1.01,Very Good,E,SI2,63.5,55.0,6.32,6.38,4.03,4363
38427,0.48,Ideal,H,VS2,62.2,54.0,5.04,5.05,3.14,1026
50618,0.31,Ideal,J,VS2,62.1,53.6,4.36,4.39,2.72,400
9328,1.27,Premium,J,VS2,62.2,58.0,6.88,6.84,4.27,4580
49151,0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,2069
43754,0.61,Premium,I,VS2,61.8,56.0,5.44,5.41,3.35,1438
19841,1.21,Very Good,F,VS2,62.9,54.0,6.78,6.82,4.28,8403
48630,0.3,Fair,D,SI2,64.6,54.0,4.29,4.25,2.76,536
43201,0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2,1395
7878,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4309
53458,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
41569,0.55,Very Good,E,SI2,62.5,54.0,5.21,5.25,3.27,1238
48883,0.73,Premium,J,VS1,61.3,61.0,5.83,5.78,3.56,2037
36738,0.32,Premium,G,IF,62.0,60.0,4.37,4.41,2.72,954
40514,0.5,Good,F,SI1,57.9,62.0,5.18,5.21,3.01,1145
39083,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060
41678,0.5,Ideal,E,SI2,62.5,57.0,5.07,5.04,3.16,1240
48610,0.7,Fair,E,SI2,65.3,56.0,5.57,5.54,3.63,1998
19650,1.31,Ideal,H,VS2,61.8,57.0,7.02,7.06,4.35,8261
3282,0.76,Ideal,H,VVS1,62.1,56.0,5.81,5.89,3.63,3363
41702,0.5,Very Good,I,VS1,63.0,55.0,5.07,5.09,3.2,1242
4475,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
27906,0.41,Ideal,D,SI2,62.6,57.0,4.72,4.77,2.97,656
33320,0.35,Premium,D,SI1,62.1,58.0,4.54,4.51,2.81,827
27642,2.01,Very Good,H,VS2,60.7,56.0,8.08,8.17,4.93,18561
20283,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
25949,2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15,15119
10357,1.11,Ideal,I,SI1,62.3,58.0,6.6,6.65,4.13,4771
31483,0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,765
45953,0.56,Premium,D,SI1,60.8,60.0,5.29,5.31,3.22,1723
1525,0.7,Very Good,D,VS2,59.7,59.0,5.82,5.78,3.46,2999
43509,0.52,Very Good,G,VS2,59.2,57.0,5.28,5.37,3.15,1423
51007,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
29057,0.4,Good,E,SI1,63.5,57.0,4.7,4.72,2.99,687
19036,0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,621
15627,1.01,Premium,F,VS2,62.4,56.0,6.43,6.35,3.99,6271
37147,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
11224,1.11,Good,I,VS2,63.6,58.0,6.52,6.57,4.16,4963
19739,1.02,Ideal,G,IF,62.5,57.0,6.44,6.37,4.0,8311
34091,0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74,852
6114,0.77,Ideal,D,VS2,61.6,55.0,5.88,5.91,3.63,3980
35986,0.42,Very Good,H,VVS2,62.9,56.0,4.75,4.79,3.0,921
46483,0.56,Very Good,D,SI1,63.1,57.0,5.22,5.19,3.29,1777
5786,1.03,Very Good,F,SI2,60.2,55.0,6.53,6.59,3.95,3903
34868,0.3,Premium,G,VVS2,61.6,60.0,4.27,4.24,2.62,878
1506,1.01,Fair,G,SI1,65.1,57.0,6.27,6.22,4.07,2993
42389,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
29548,0.29,Very Good,D,SI2,59.7,56.0,4.37,4.4,2.62,705
30987,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,746
18091,1.23,Very Good,H,SI1,62.5,56.0,6.79,6.82,4.25,7313
34871,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
15,0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68,345
35258,0.3,Ideal,G,IF,62.1,55.0,4.31,4.35,2.69,895
187,0.71,Premium,F,VS2,62.1,58.0,5.67,5.7,3.53,2777
33308,0.41,Good,F,VS1,64.4,57.0,4.67,4.71,3.02,827
26367,0.32,Good,H,VVS2,63.4,56.0,4.34,4.37,2.76,645
50064,0.56,Ideal,F,VVS2,61.2,57.0,5.31,5.35,3.26,2202
34649,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,872
48520,0.54,Ideal,G,VVS2,61.4,55.0,5.22,5.3,3.23,1985
45946,0.56,Premium,D,SI1,61.9,58.0,5.27,5.33,3.28,1723
29607,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,706
1930,0.71,Very Good,D,VS2,61.8,55.0,5.72,5.74,3.54,3084
30185,0.41,Ideal,H,SI1,62.4,53.0,4.78,4.81,2.99,722
48857,0.5,Ideal,D,VS1,62.2,54.4,5.07,5.11,3.16,2033
37259,0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71,977
28155,0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,665
20596,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8902
6517,0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,4065
18321,1.54,Very Good,J,SI1,61.2,59.0,7.41,7.45,4.55,7453
10823,1.16,Ideal,I,VS2,59.3,56.0,6.84,6.88,4.07,4869
42139,0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,1280
33099,0.29,Ideal,E,IF,61.9,57.0,4.25,4.29,2.64,815
24015,1.09,Ideal,D,VVS2,61.3,57.0,6.61,6.66,4.07,12185
19864,1.6,Ideal,J,SI1,62.8,55.0,7.48,7.42,4.68,8418
16564,1.01,Very Good,G,VS1,63.2,58.0,6.38,6.34,4.02,6618
5832,1.1,Good,F,SI2,63.7,58.0,6.48,6.45,4.12,3918
16770,1.51,Premium,J,SI1,60.4,62.0,7.42,7.32,4.45,6680
33364,0.41,Ideal,H,VS1,61.9,56.0,4.75,4.78,2.95,827
26675,0.3,Ideal,D,SI2,62.0,56.0,4.31,4.34,2.68,426
10574,1.03,Good,I,VS2,60.0,62.0,6.51,6.55,3.92,4819
2107,0.71,Ideal,F,VS2,61.2,56.0,5.77,5.79,3.54,3116
3236,0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
51388,0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51,2368
2143,0.9,Good,H,SI1,60.5,64.0,6.18,6.11,3.72,3125
44479,0.55,Ideal,E,VS2,62.0,55.0,5.24,5.28,3.26,1596
7301,0.9,Good,E,VS2,64.0,58.0,6.07,6.02,3.87,4203
3020,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,3307
2944,0.8,Ideal,F,SI1,60.1,60.0,5.98,6.03,3.61,3293
52948,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
7505,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4241
27680,2.01,Premium,G,SI2,61.2,57.2,8.08,8.14,4.97,18705
39157,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.51,2.8,1063
44680,0.53,Ideal,D,VS2,60.2,55.0,5.26,5.3,3.18,1610
46241,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19,1753
122,0.7,Very Good,F,VS2,61.7,63.0,5.64,5.61,3.47,2762
22881,1.29,Ideal,F,VS1,62.3,54.0,7.0,6.93,4.34,10923
13681,1.01,Premium,E,SI1,62.6,58.0,6.32,6.3,3.95,5599
15924,1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31,6368
22401,1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,10428
31035,0.31,Good,F,VS2,63.7,59.0,4.31,4.26,2.73,749
4943,0.8,Ideal,H,VVS1,61.8,57.0,5.93,5.89,3.65,3732
39435,0.41,Ideal,D,VS2,62.2,54.0,4.81,4.77,2.98,1076
49605,0.7,Good,G,SI1,64.6,59.0,5.49,5.54,3.56,2137
25540,2.01,Premium,H,SI2,62.0,60.0,8.11,8.04,5.02,14364
26512,2.19,Ideal,I,SI2,62.4,56.0,8.26,8.3,5.17,16147
4547,0.82,Very Good,E,VS2,62.6,60.0,5.91,5.97,3.72,3641
30844,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743
9468,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
52222,0.7,Very Good,I,VVS1,59.5,58.0,5.78,5.81,3.45,2484
1195,0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47,2933
686,0.86,Premium,H,SI1,62.7,59.0,6.04,5.98,3.77,2851
38042,0.55,Premium,H,SI2,59.8,59.0,5.33,5.3,3.18,1011
9437,1.0,Good,H,VVS2,59.5,64.0,6.44,6.41,3.82,4592
15672,1.04,Ideal,G,VS2,59.4,58.0,6.63,6.67,3.95,6286
168,0.58,Ideal,F,VVS1,61.7,56.0,5.33,5.37,3.3,2772
48231,0.57,Premium,D,SI1,58.9,59.0,5.46,5.41,3.2,1949
47723,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,1888
1125,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2919
